feature,rss,gcv,nb_subset,timestep
DNP031_temp,0.00,0.00,0.02,27
CPY006_wl,0.00,0.00,0.02,27
NAN012_wl,0.00,0.00,0.02,27
CPY010_wl,0.00,0.00,0.02,27
CPY017_wl,0.00,0.00,0.02,27
DNP033_humid,0.00,0.00,0.02,27
DNP008_humid,0.00,0.00,0.02,27
NAN008_wl,0.71,0.71,0.03,28
PAS009_wl,0.08,0.08,0.04,28
PAS008_wl,0.06,0.06,0.03,28
NAN012_wl,0.02,0.02,0.03,28
NAN014_wl,0.01,0.01,0.05,28
CPY017_wl,0.01,0.01,0.03,28
VLGE12_wl,0.01,0.01,0.05,28
DNP007_press,0.01,0.01,0.03,28
CPY004_wl,0.01,0.01,0.03,28
DNP004_humid,0.01,0.01,0.03,28
DNP032_wl,0.01,0.01,0.03,28
NAN006_wl,0.01,0.01,0.03,28
PIN003_wl,0.01,0.01,0.03,28
CPY001_wl,0.00,0.00,0.03,28
PAS006_wl,0.00,0.00,0.03,28
DNP006_temp,0.00,0.00,0.03,28
DNP025_temp,0.00,0.00,0.03,28
DIV006_wl,0.00,0.00,0.03,28
GLF001_wl,0.00,0.00,0.03,28
DNP030_rain1h,0.00,0.00,0.03,28
DNP024_humid,0.00,0.00,0.03,28
DNP031_humid,0.00,0.00,0.03,28
PIN001_rain1h,0.00,0.00,0.03,28
DNP027_temp,0.00,0.00,0.03,28
CPY011_wl,0.00,0.00,0.03,28
DNP002_temp,0.00,0.00,0.03,28
NAN008_wl,0.69,0.69,0.03,29
PAS009_wl,0.08,0.08,0.10,29
CPY011_wl,0.07,0.07,0.03,29
LBI001_rain1h,0.03,0.03,0.05,29
VLGE12_wl,0.03,0.03,0.03,29
DNP025_temp,0.02,0.02,0.03,29
BKK018_wl,0.02,0.02,0.03,29
NAN014_wl,0.01,0.01,0.05,29
DNP017_temp,0.01,0.01,0.03,29
CPY017_wl,0.00,0.00,0.03,29
DNP010_humid,0.00,0.00,0.03,29
DNP019_temp,0.00,0.00,0.03,29
NAN001_wl,0.00,0.00,0.03,29
CPY006_wl,0.00,0.00,0.03,29
NAN012_wl,0.00,0.00,0.03,29
PAS004_wl,0.00,0.00,0.03,29
CPY015_wl,0.00,0.00,0.03,29
PIN001_wl,0.00,0.00,0.03,29
PAS007_wl,0.00,0.00,0.03,29
PAS006_wl,0.00,0.00,0.03,29
DNP002_temp,0.00,0.00,0.03,29
PIN001_rain1h,0.00,0.00,0.03,29
DNP033_humid,0.00,0.00,0.03,29
PAS002_wl,0.00,0.00,0.03,29
NAN006_wl,0.00,0.00,0.03,29
NAN008_wl,0.74,0.74,0.04,30
PAS009_wl,0.08,0.08,0.12,30
NAN012_wl,0.04,0.04,0.03,30
NAN014_wl,0.02,0.02,0.06,30
BKK018_wl,0.01,0.01,0.03,30
BKK005_wl,0.01,0.01,0.03,30
DNP004_temp,0.01,0.01,0.03,30
PAS008_wl,0.01,0.01,0.03,30
CPY009_wl,0.01,0.01,0.03,30
PAS007_wl,0.01,0.01,0.03,30
CPY006_wl,0.01,0.01,0.03,30
NAN006_wl,0.01,0.01,0.03,30
DNP022_wl,0.01,0.01,0.03,30
PAS006_wl,0.01,0.00,0.03,30
DNP032_wl,0.00,0.00,0.03,30
VLGE04_press,0.00,0.00,0.03,30
PIN001_rain1h,0.00,0.00,0.03,30
VLGE04_temp,0.00,0.00,0.03,30
VLGE13_wl,0.00,0.00,0.03,30
PAS004_wl,0.00,0.00,0.03,30
CPY014_wl,0.00,0.00,0.03,30
DNP025_temp,0.00,0.00,0.03,30
PIN001_wl,0.00,0.00,0.03,30
VLGE15_rain1h,0.00,0.00,0.03,30
KWN001_wl,0.00,0.00,0.03,30
NAN008_wl,0.64,0.64,0.03,31
PAS009_wl,0.12,0.12,0.11,31
PAS008_wl,0.07,0.07,0.03,31
VLGE12_wl,0.03,0.03,0.06,31
CPY015_wl,0.03,0.03,0.01,31
NAN014_wl,0.02,0.02,0.04,31
CPY017_wl,0.02,0.02,0.03,31
CPY008_wl,0.01,0.01,0.03,31
CPY001_wl,0.01,0.01,0.03,31
PIN006_wl,0.01,0.01,0.03,31
PAS004_wl,0.01,0.00,0.03,31
YOM009_wl,0.00,0.00,0.03,31
CPY013_wl,0.00,0.00,0.03,31
DNP032_wl,0.00,0.00,0.03,31
NAN012_wl,0.00,0.00,0.03,31
PIN001_wl,0.00,0.00,0.03,31
PAS006_wl,0.00,0.00,0.03,31
GLF001_wl,0.00,0.00,0.03,31
DNP011_humid,0.00,0.00,0.03,31
VLGE04_temp,0.00,0.00,0.03,31
DNP005_temp,0.00,0.00,0.03,31
CPY011_wl,0.00,0.00,0.03,31
CPY009_wl,0.00,0.00,0.03,31
YOM004_wl,0.00,0.00,0.03,31
KWN002_wl,0.00,0.00,0.03,31
YOM005_wl,0.00,0.00,0.03,31
BKK018_wl,0.00,0.00,0.03,31
NAN008_wl,0.68,0.68,0.06,32
PAS009_wl,0.09,0.09,0.11,32
CPY015_wl,0.06,0.06,0.03,32
CPY001_wl,0.04,0.04,0.03,32
VLGE12_wl,0.03,0.03,0.03,32
NAN014_wl,0.03,0.03,0.10,32
BKK018_wl,0.02,0.02,0.03,32
BKK007_wl,0.01,0.01,0.03,32
PAS004_wl,0.01,0.01,0.03,32
YOM006_wl,0.01,0.01,0.03,32
DNP007_press,0.00,0.00,0.03,32
DNP013_temp,0.00,0.00,0.03,32
VLGE13_wl,0.00,0.00,0.03,32
BKK013_wl,0.00,0.00,0.03,32
DIV005_wl,0.00,0.00,0.03,32
PIN003_wl,0.00,0.00,0.03,32
NAN012_wl,0.00,0.00,0.03,32
YOM009_wl,0.00,0.00,0.03,32
DNP023_temp,0.00,0.00,0.03,32
DNP022_wl,0.00,0.00,0.03,32
DNP025_temp,0.00,0.00,0.03,32
CPY011_wl,0.00,0.00,0.03,32
KWN002_wl,0.00,0.00,0.03,32
YOM004_wl,0.00,0.00,0.03,32
NAN008_wl,0.63,0.63,0.04,33
PAS009_wl,0.12,0.12,0.09,33
KWN002_wl,0.04,0.04,0.02,33
CPY004_wl,0.03,0.03,0.02,33
YOM009_wl,0.02,0.02,0.02,33
PAS004_wl,0.02,0.02,0.02,33
PAS008_wl,0.01,0.01,0.02,33
VLGE12_wl,0.01,0.01,0.02,33
CPY015_wl,0.01,0.01,0.02,33
YOM008_wl,0.01,0.01,0.02,33
DNP027_press,0.01,0.01,0.02,33
DNP022_wl,0.01,0.01,0.02,33
PAS007_wl,0.01,0.01,0.02,33
CPY003_wl,0.01,0.01,0.02,33
NAN014_wl,0.01,0.01,0.02,33
CPY017_wl,0.01,0.01,0.02,33
DNP004_temp,0.00,0.00,0.02,33
BKK013_wl,0.00,0.00,0.02,33
YOM007_wl,0.00,0.00,0.02,33
DNP007_humid,0.00,0.00,0.02,33
NAN004_wl,0.00,0.00,0.02,33
YOM004_wl,0.00,0.00,0.02,33
CPY011_wl,0.00,0.00,0.02,33
NAN006_wl,0.00,0.00,0.02,33
DIV002_wl,0.00,0.00,0.02,33
PIN001_wl,0.00,0.00,0.02,33
NAN003_wl,0.00,0.00,0.02,33
VLGE13_wl,0.00,0.00,0.02,33
PIN001_rain1h,0.00,0.00,0.02,33
CPY006_wl,0.00,0.00,0.02,33
NAN008_wl,0.56,0.56,0.03,34
PAS009_wl,0.14,0.14,0.10,34
PAS008_wl,0.13,0.13,0.06,34
NAN014_wl,0.03,0.03,0.08,34
NAN012_wl,0.03,0.03,0.03,34
YOM009_wl,0.02,0.02,0.03,34
PAS006_wl,0.01,0.01,0.03,34
YOM008_wl,0.01,0.01,0.03,34
PAS004_wl,0.01,0.01,0.03,34
CPY015_wl,0.01,0.01,0.03,34
CPY001_wl,0.01,0.01,0.03,34
LBI002_wl,0.00,0.00,0.03,34
TB0005_press,0.00,0.00,0.03,34
CPY003_wl,0.00,0.00,0.03,34
CPY011_wl,0.00,0.00,0.05,34
BKK003_wl,0.00,0.00,0.03,34
BKK013_wl,0.00,0.00,0.03,34
NAN004_wl,0.00,0.00,0.05,34
DIV002_wl,0.00,0.00,0.03,34
CPY008_wl,0.00,0.00,0.03,34
CPY017_wl,0.00,0.00,0.03,34
DNP003_press,0.00,0.00,0.03,34
KWN002_wl,0.00,0.00,0.03,34
PIN001_wl,0.00,0.00,0.03,34
DNP022_wl,0.00,0.00,0.03,34
VLGE25_rain1h,0.00,0.00,0.03,34
DNP055_humid,0.00,0.00,0.03,34
DNP015_humid,0.00,0.00,0.03,34
BKK018_wl,0.00,0.00,0.03,34
NAN008_wl,0.57,0.57,0.06,35
PAS009_wl,0.15,0.15,0.17,35
GLF001_wl,0.06,0.06,0.03,35
CPY017_wl,0.05,0.05,0.03,35
NAN012_wl,0.04,0.04,0.03,35
NAN014_wl,0.03,0.03,0.06,35
KWN002_wl,0.02,0.02,0.03,35
DIV006_wl,0.01,0.01,0.03,35
CPY013_wl,0.01,0.01,0.03,35
NAN003_wl,0.01,0.01,0.03,35
BKK013_wl,0.01,0.01,0.03,35
YOM009_wl,0.01,0.01,0.03,35
PAS007_wl,0.01,0.01,0.03,35
VLGE13_wl,0.01,0.01,0.03,35
NAN004_wl,0.01,0.01,0.03,35
NAN006_wl,0.00,0.00,0.03,35
PAS004_wl,0.00,0.00,0.03,35
YOM006_wl,0.00,0.00,0.03,35
DNP001_humid,0.00,0.00,0.03,35
DNP022_wl,0.00,0.00,0.04,35
DIV001_wl,0.00,0.00,0.03,35
DIV002_wl,0.00,0.00,0.03,35
DNP032_wl,0.00,0.00,0.03,35
VLGE04_temp,0.00,0.00,0.03,35
NAN008_wl,0.57,0.57,0.04,36
PAS009_wl,0.15,0.15,0.08,36
KWN002_wl,0.06,0.06,0.03,36
THA001_wl,0.03,0.03,0.02,36
CPY008_wl,0.02,0.02,0.02,36
VLGE13_wl,0.01,0.01,0.02,36
PAS006_wl,0.01,0.01,0.02,36
BKK013_wl,0.01,0.01,0.02,36
YOM008_wl,0.01,0.01,0.02,36
DNP026_humid,0.01,0.01,0.02,36
NAN006_wl,0.01,0.01,0.02,36
NAN014_wl,0.01,0.01,0.02,36
PAS008_wl,0.01,0.01,0.02,36
DIV006_wl,0.01,0.01,0.02,36
DNP032_wl,0.01,0.01,0.02,36
PIN001_wl,0.01,0.01,0.02,36
PIN006_wl,0.01,0.01,0.04,36
VLGE12_wl,0.00,0.00,0.02,36
LBI002_wl,0.00,0.00,0.02,36
CPY017_wl,0.00,0.00,0.02,36
DIV004_wl,0.00,0.00,0.02,36
DNP022_wl,0.00,0.00,0.02,36
YOM004_wl,0.00,0.00,0.02,36
DIV002_wl,0.00,0.00,0.02,36
BKK004_wl,0.00,0.00,0.02,36
NAN013_wl,0.00,0.00,0.02,36
CPY013_wl,0.00,0.00,0.02,36
DNP055_humid,0.00,0.00,0.02,36
THA002_wl,0.00,0.00,0.02,36
NAN008_wl,0.59,0.59,0.05,37
PAS009_wl,0.12,0.12,0.11,37
NAN012_wl,0.06,0.06,0.02,37
GLF001_wl,0.05,0.05,0.02,37
BKK018_wl,0.05,0.05,0.02,37
NAN014_wl,0.03,0.03,0.10,37
KWN002_wl,0.01,0.01,0.02,37
CPY011_wl,0.01,0.01,0.02,37
VLGE19_press,0.01,0.01,0.02,37
DNP022_press,0.01,0.01,0.02,37
YOM004_wl,0.01,0.01,0.02,37
YOM009_wl,0.01,0.01,0.02,37
DIV006_wl,0.01,0.01,0.02,37
YOM007_wl,0.00,0.00,0.02,37
DNP013_humid,0.00,0.00,0.02,37
VLGE12_wl,0.00,0.00,0.02,37
PAS005_wl,0.00,0.00,0.02,37
PAS007_wl,0.00,0.00,0.02,37
CPY003_wl,0.00,0.00,0.02,37
DIV004_wl,0.00,0.00,0.02,37
LBI002_wl,0.00,0.00,0.02,37
PIN001_wl,0.00,0.00,0.02,37
DNP018_press,0.00,0.00,0.02,37
NAN003_wl,0.00,0.00,0.02,37
CPY015_wl,0.00,0.00,0.02,37
DNP011_press,0.00,0.00,0.02,37
DNP022_wl,0.00,0.00,0.02,37
CPY006_wl,0.00,0.00,0.02,37
NAN008_wl,0.48,0.48,0.04,38
PAS009_wl,0.20,0.20,0.08,38
YOM006_wl,0.06,0.06,0.02,38
PAS008_wl,0.05,0.05,0.02,38
CPY001_wl,0.04,0.04,0.02,38
NAN012_wl,0.02,0.02,0.02,38
CPY002_rain1h,0.02,0.02,0.05,38
PAS006_wl,0.01,0.01,0.02,38
GLF001_wl,0.01,0.01,0.02,38
DIV006_wl,0.01,0.01,0.04,38
CPY003_wl,0.01,0.01,0.04,38
YOM007_wl,0.01,0.01,0.02,38
NAN014_wl,0.01,0.01,0.02,38
LBI002_wl,0.01,0.01,0.02,38
PAS005_wl,0.01,0.01,0.02,38
VLGE13_wl,0.01,0.01,0.02,38
DNP017_temp,0.00,0.00,0.02,38
CPY011_wl,0.00,0.00,0.02,38
CPY010_wl,0.00,0.00,0.02,38
DNP004_press,0.00,0.00,0.02,38
DNP006_temp,0.00,0.00,0.02,38
NAN011_wl,0.00,0.00,0.02,38
NAN004_wl,0.00,0.00,0.02,38
DNP055_temp,0.00,0.00,0.02,38
DNP032_wl,0.00,0.00,0.02,38
DNP003_press,0.00,0.00,0.02,38
KWN002_wl,0.00,0.00,0.02,38
DIV004_wl,0.00,0.00,0.02,38
NAN008_wl,0.47,0.47,0.05,39
PAS009_wl,0.17,0.17,0.06,39
CPY017_wl,0.08,0.08,0.02,39
KWN002_wl,0.05,0.05,0.02,39
YOM008_wl,0.04,0.04,0.02,39
BKK007_wl,0.02,0.02,0.02,39
BKK004_rain1h,0.02,0.02,0.02,39
VLGE12_wl,0.02,0.02,0.02,39
DIV006_wl,0.02,0.02,0.02,39
DNP022_wl,0.02,0.02,0.05,39
NAN012_wl,0.01,0.01,0.02,39
BKK013_wl,0.01,0.01,0.05,39
DNP028_press,0.01,0.01,0.02,39
NAN011_wl,0.01,0.01,0.02,39
DNP015_temp,0.00,0.00,0.02,39
BKK004_wl,0.00,0.00,0.02,39
PAS008_wl,0.00,0.00,0.02,39
CPY014_wl,0.00,0.00,0.05,39
DIV002_wl,0.00,0.00,0.02,39
YOM006_wl,0.00,0.00,0.02,39
YOM003_wl,0.00,0.00,0.02,39
PAS002_wl,0.00,0.00,0.02,39
DNP055_humid,0.00,0.00,0.02,39
TB0007_humid,0.00,0.00,0.02,39
GLF001_wl,0.00,0.00,0.02,39
LBI002_wl,0.00,0.00,0.02,39
PIN005_wl,0.00,0.00,0.02,39
DNP028_temp,0.00,0.00,0.02,39
NAN008_wl,0.54,0.55,0.02,40
PAS009_wl,0.11,0.11,0.06,40
NAN012_wl,0.06,0.06,0.02,40
CPY017_wl,0.06,0.06,0.02,40
NAN014_wl,0.02,0.02,0.09,40
KWN002_wl,0.02,0.02,0.02,40
DNP027_temp,0.02,0.02,0.02,40
VLGE19_press,0.02,0.02,0.02,40
DIV006_wl,0.01,0.01,0.02,40
PAS005_wl,0.01,0.01,0.02,40
VLGE12_wl,0.01,0.01,0.02,40
DNP033_press,0.01,0.01,0.02,40
DNP032_press,0.01,0.01,0.02,40
PAS002_wl,0.01,0.01,0.02,40
YOM006_wl,0.01,0.01,0.02,40
DNP004_temp,0.01,0.01,0.02,40
DNP006_humid,0.01,0.01,0.02,40
VLGE04_temp,0.01,0.01,0.02,40
CPY015_wl,0.01,0.01,0.02,40
DNP032_wl,0.00,0.00,0.02,40
DNP003_press,0.00,0.00,0.03,40
DNP011_press,0.00,0.00,0.02,40
PAS006_wl,0.00,0.00,0.02,40
DIV004_wl,0.00,0.00,0.02,40
DNP033_humid,0.00,0.00,0.02,40
DNP055_humid,0.00,0.00,0.02,40
DNP020_temp,0.00,0.00,0.02,40
NAN003_wl,0.00,0.00,0.02,40
PIN001_wl,0.00,0.00,0.02,40
CPY011_wl,0.48,0.49,0.02,41
PAS009_wl,0.16,0.16,0.08,41
NAN012_wl,0.09,0.09,0.02,41
CPY017_wl,0.07,0.07,0.02,41
YOM006_wl,0.02,0.02,0.02,41
PAS005_wl,0.02,0.02,0.02,41
DIV006_wl,0.02,0.02,0.02,41
NAN008_wl,0.02,0.02,0.02,41
CPY001_wl,0.02,0.02,0.02,41
CPY014_wl,0.01,0.01,0.02,41
YOM009_wl,0.01,0.01,0.02,41
DNP017_press,0.01,0.01,0.02,41
DNP026_rain1h,0.01,0.01,0.02,41
DNP032_press,0.01,0.01,0.02,41
NAN004_wl,0.01,0.01,0.02,41
PAS004_wl,0.01,0.01,0.04,41
BKK007_wl,0.00,0.00,0.02,41
DNP013_temp,0.00,0.00,0.02,41
VLGE04_temp,0.00,0.00,0.02,41
DIV004_wl,0.00,0.00,0.02,41
YOM002_wl,0.00,0.00,0.02,41
DIV003_wl,0.00,0.00,0.02,41
DNP055_humid,0.00,0.00,0.02,41
WAN002_wl,0.00,0.00,0.02,41
GLF001_wl,0.00,0.00,0.02,41
VLGE12_wl,0.00,0.00,0.02,41
KWN002_wl,0.00,0.00,0.02,41
NAN003_wl,0.00,0.00,0.02,41
TB0004_wl,0.00,0.00,0.02,41
NAN011_wl,0.00,0.00,0.02,41
NAN008_wl,0.51,0.51,0.02,42
PAS009_wl,0.16,0.16,0.07,42
CPY017_wl,0.08,0.08,0.04,42
PAS004_wl,0.02,0.02,0.02,42
DIV002_wl,0.02,0.02,0.02,42
YOM002_wl,0.02,0.02,0.02,42
YOM012_rain1h,0.02,0.02,0.05,42
CPY011_wl,0.02,0.02,0.02,42
VLGE13_wl,0.02,0.02,0.04,42
BKK007_wl,0.01,0.01,0.02,42
PIN006_wl,0.01,0.01,0.06,42
PAS008_wl,0.01,0.01,0.02,42
YOM007_wl,0.01,0.01,0.04,42
DIV006_wl,0.01,0.01,0.02,42
PIN001_wl,0.01,0.01,0.02,42
DNP022_wl,0.01,0.01,0.02,42
YOM009_wl,0.01,0.01,0.02,42
CPY013_wl,0.01,0.01,0.02,42
TB0007_humid,0.01,0.01,0.01,42
VLGE12_wl,0.01,0.01,0.02,42
NAN001_wl,0.00,0.00,0.02,42
DNP031_humid,0.00,0.00,0.02,42
DNP009_press,0.00,0.00,0.02,42
DNP055_humid,0.00,0.00,0.02,42
WAN002_wl,0.00,0.00,0.02,42
KWN002_wl,0.00,0.00,0.02,42
DNP020_temp,0.00,0.00,0.02,42
DNP027_temp,0.00,0.00,0.02,42
NAN008_wl,0.32,0.32,0.04,43
PAS009_wl,0.19,0.19,0.09,43
CPY001_wl,0.15,0.15,0.02,43
CPY011_wl,0.06,0.06,0.02,43
KWN002_wl,0.05,0.05,0.04,43
YOM002_wl,0.04,0.04,0.02,43
CPY015_wl,0.02,0.02,0.02,43
PAS008_wl,0.02,0.02,0.04,43
DNP022_wl,0.02,0.02,0.04,43
CPY017_wl,0.02,0.02,0.02,43
DNP014_press,0.01,0.01,0.02,43
DNP009_press,0.01,0.01,0.02,43
NAN014_wl,0.01,0.01,0.05,43
DIV006_wl,0.01,0.01,0.02,43
DNP003_temp,0.01,0.01,0.02,43
YOM005_wl,0.01,0.01,0.02,43
PAS004_wl,0.01,0.01,0.02,43
CPY009_wl,0.01,0.01,0.02,43
VLGE12_wl,0.01,0.01,0.02,43
TB0007_press,0.00,0.00,0.02,43
GLF001_wl,0.00,0.00,0.02,43
NAN003_wl,0.00,0.00,0.02,43
NAN004_wl,0.00,0.00,0.02,43
NAN011_wl,0.00,0.00,0.02,43
NAN012_wl,0.00,0.00,0.02,43
PAS005_wl,0.00,0.00,0.02,43
PIN001_wl,0.00,0.00,0.02,43
YOM009_wl,0.00,0.00,0.02,43
YOM002_wl,0.38,0.38,0.02,44
YOM009_wl,0.11,0.11,0.02,44
PAS009_wl,0.09,0.09,0.09,44
CPY001_wl,0.08,0.08,0.02,44
CPY011_wl,0.07,0.07,0.02,44
GLF001_wl,0.06,0.06,0.02,44
DNP009_press,0.05,0.05,0.02,44
CPY017_wl,0.03,0.03,0.02,44
DIV006_wl,0.02,0.02,0.02,44
YOM006_wl,0.01,0.01,0.02,44
DNP003_press,0.01,0.01,0.02,44
PAS004_wl,0.01,0.01,0.02,44
PIN005_wl,0.01,0.01,0.02,44
YOM007_wl,0.01,0.01,0.02,44
BKK007_wl,0.01,0.01,0.02,44
DNP014_press,0.00,0.00,0.02,44
DNP027_press,0.00,0.00,0.02,44
DNP004_temp,0.00,0.00,0.02,44
NAN008_wl,0.00,0.00,0.02,44
NAN012_wl,0.00,0.00,0.02,44
BKK001_wl,0.00,0.00,0.02,44
KWN002_wl,0.00,0.00,0.02,44
NAN003_wl,0.00,0.00,0.02,44
NAN014_wl,0.00,0.00,0.02,44
PAS008_wl,0.00,0.00,0.02,44
PIN001_wl,0.00,0.00,0.02,44
VLGE12_wl,0.00,0.00,0.02,44
VLGE13_wl,0.00,0.00,0.02,44
WAN005_wl,0.00,0.00,0.02,44
NAN008_wl,0.48,0.48,0.02,45
PAS009_wl,0.09,0.09,0.07,45
CPY017_wl,0.08,0.08,0.04,45
CPY011_wl,0.06,0.06,0.02,45
YOM009_wl,0.05,0.05,0.02,45
CPY009_wl,0.04,0.04,0.02,45
CPY014_wl,0.03,0.03,0.04,45
PAS004_wl,0.03,0.03,0.02,45
VLGE13_wl,0.02,0.02,0.02,45
KWN002_wl,0.02,0.02,0.08,45
DNP055_humid,0.01,0.01,0.02,45
BKK003_wl,0.01,0.01,0.02,45
VLGE13_press,0.01,0.01,0.02,45
VLGE15_rain1h,0.01,0.01,0.07,45
DNP018_press,0.01,0.01,0.02,45
CPY001_wl,0.01,0.01,0.02,45
DNP003_press,0.01,0.01,0.02,45
CPY013_wl,0.01,0.01,0.02,45
VLGE12_wl,0.01,0.01,0.02,45
DNP026_humid,0.00,0.00,0.02,45
CPY015_wl,0.00,0.00,0.02,45
DNP030_humid,0.00,0.00,0.02,45
DIV006_wl,0.00,0.00,0.02,45
DNP006_wl,0.00,0.00,0.02,45
GLF001_wl,0.00,0.00,0.02,45
NAN012_wl,0.00,0.00,0.02,45
VLGE04_temp,0.00,0.00,0.02,45
NAN014_wl,0.00,0.00,0.02,45
PAS008_wl,0.00,0.00,0.02,45
CPY011_wl,0.44,0.44,0.04,46
PAS009_wl,0.18,0.18,0.07,46
CPY017_wl,0.11,0.11,0.02,46
YOM009_wl,0.05,0.05,0.02,46
VLGE12_wl,0.03,0.03,0.02,46
KWN002_wl,0.02,0.02,0.07,46
VLGE15_rain1h,0.02,0.02,0.02,46
DNP018_press,0.02,0.02,0.02,46
DNP009_press,0.01,0.01,0.02,46
NAN014_wl,0.01,0.01,0.02,46
DNP017_temp,0.01,0.01,0.02,46
DNP025_temp,0.01,0.01,0.02,46
BKK019_wl,0.01,0.01,0.02,46
DNP027_press,0.01,0.01,0.02,46
CPY015_wl,0.01,0.01,0.02,46
YOM003_wl,0.01,0.01,0.02,46
DNP010_humid,0.01,0.01,0.02,46
VLGE13_wl,0.01,0.01,0.02,46
YOM007_wl,0.01,0.01,0.02,46
NAN008_wl,0.00,0.00,0.02,46
YOM008_wl,0.00,0.00,0.03,46
DNP003_press,0.00,0.00,0.02,46
CPY013_wl,0.00,0.00,0.02,46
DIV006_wl,0.00,0.00,0.02,46
DNP020_temp,0.00,0.00,0.02,46
VLGE15_humid,0.00,0.00,0.02,46
WAN004_wl,0.00,0.00,0.02,46
VLGE25_temp,0.00,0.00,0.02,46
PIN001_wl,0.00,0.00,0.02,46
PAS006_wl,0.00,0.00,0.02,46
NAN008_wl,0.47,0.47,0.02,47
CPY017_wl,0.10,0.10,0.02,47
KWN002_wl,0.09,0.09,0.05,47
PAS009_wl,0.08,0.08,0.07,47
VLGE13_wl,0.03,0.03,0.02,47
CPY006_wl,0.03,0.03,0.02,47
CPY011_wl,0.02,0.02,0.02,47
YOM009_wl,0.02,0.02,0.02,47
NAN014_wl,0.02,0.02,0.02,47
PAS004_wl,0.02,0.02,0.02,47
VLGE12_wl,0.01,0.01,0.02,47
GLF001_wl,0.01,0.01,0.02,47
DNP011_temp,0.01,0.01,0.02,47
NAN003_wl,0.01,0.01,0.02,47
PAS008_wl,0.01,0.01,0.02,47
VLGE15_press,0.01,0.01,0.02,47
NAN012_wl,0.01,0.01,0.02,47
DNP027_press,0.01,0.01,0.02,47
DNP009_rain1h,0.01,0.01,0.02,47
NAN011_wl,0.01,0.01,0.02,47
YOM008_wl,0.00,0.00,0.04,47
YOM003_wl,0.00,0.00,0.02,47
BKK002_rain1h,0.00,0.00,0.02,47
PAS003_wl,0.00,0.00,0.02,47
DIV002_wl,0.00,0.00,0.02,47
DNP003_press,0.00,0.00,0.02,47
DNP025_temp,0.00,0.00,0.02,47
PIN003_wl,0.00,0.00,0.02,47
PAS007_wl,0.00,0.00,0.02,47
PAS006_wl,0.00,0.00,0.02,47
NAN008_wl,0.43,0.43,0.04,48
CPY017_wl,0.15,0.15,0.05,48
PAS009_wl,0.15,0.15,0.07,48
GLF001_wl,0.05,0.05,0.02,48
NAN012_wl,0.04,0.04,0.02,48
PAS004_wl,0.04,0.04,0.02,48
KWN002_wl,0.02,0.02,0.05,48
CPY011_wl,0.02,0.02,0.05,48
YOM008_wl,0.02,0.02,0.02,48
PIN003_wl,0.01,0.01,0.05,48
NAN014_wl,0.01,0.01,0.02,48
CPY001_wl,0.01,0.01,0.02,48
DNP011_temp,0.01,0.01,0.02,48
PAS006_wl,0.01,0.01,0.02,48
DNP007_humid,0.00,0.00,0.02,48
VLGE12_wl,0.00,0.00,0.02,48
PAS008_wl,0.00,0.00,0.02,48
DNP008_temp,0.00,0.00,0.02,48
NAN003_wl,0.00,0.00,0.02,48
BKK019_wl,0.00,0.00,0.02,48
DNP027_press,0.00,0.00,0.05,48
YOM003_wl,0.00,0.00,0.02,48
DNP003_press,0.00,0.00,0.02,48
DNP032_wl,0.00,0.00,0.02,48
KWN001_wl,0.00,0.00,0.02,48
BKK002_rain1h,0.00,0.00,0.02,48
NAN006_wl,0.00,0.00,0.02,48
NAN011_wl,0.00,0.00,0.02,48
PAS003_wl,0.00,0.00,0.02,48
PAS005_wl,0.00,0.00,0.02,48
NAN008_wl,0.43,0.43,0.03,49
PAS009_wl,0.15,0.15,0.06,49
CPY017_wl,0.10,0.10,0.03,49
KWN002_wl,0.08,0.08,0.03,49
GLF001_wl,0.06,0.06,0.03,49
PAS004_wl,0.03,0.03,0.03,49
VLGE13_wl,0.02,0.02,0.03,49
NAN014_wl,0.02,0.02,0.03,49
PAS005_wl,0.01,0.01,0.03,49
CPY009_wl,0.01,0.01,0.03,49
CPY001_wl,0.01,0.01,0.03,49
CPY015_wl,0.01,0.01,0.03,49
DNP007_humid,0.01,0.01,0.03,49
VLGE12_wl,0.01,0.01,0.03,49
YOM003_wl,0.01,0.01,0.03,49
DNP004_press,0.01,0.01,0.03,49
VLGE19_press,0.00,0.00,0.03,49
DNP017_press,0.00,0.00,0.03,49
DNP003_press,0.00,0.00,0.03,49
DIV002_wl,0.00,0.00,0.03,49
PAS003_wl,0.00,0.00,0.03,49
DNP014_press,0.00,0.00,0.03,49
CPY011_wl,0.00,0.00,0.03,49
NAN006_wl,0.00,0.00,0.03,49
NAN003_wl,0.00,0.00,0.03,49
DNP022_wl,0.00,0.00,0.03,49
DNP032_wl,0.00,0.00,0.03,49
CPY011_wl,0.29,0.30,0.06,50
PAS009_wl,0.21,0.21,0.07,50
CPY017_wl,0.19,0.19,0.09,50
KWN002_wl,0.08,0.08,0.03,50
GLF001_wl,0.07,0.07,0.03,50
PAS005_wl,0.02,0.02,0.03,50
YOM007_wl,0.02,0.02,0.03,50
NAN008_wl,0.02,0.02,0.03,50
CPY015_wl,0.01,0.01,0.03,50
NAN014_wl,0.01,0.01,0.03,50
VLGE19_press,0.01,0.01,0.03,50
DNP006_humid,0.01,0.01,0.03,50
DNP019_humid,0.01,0.01,0.03,50
