feature,rss,gcv,nb_subset,timestep
DNP032_wl,0.01,0.01,0.03,50
DNP018_press,0.00,0.00,0.03,50
YOM003_wl,0.00,0.00,0.03,50
VLGE15_rain1h,0.00,0.00,0.03,50
BKK005_wl,0.00,0.00,0.03,50
VLGE12_wl,0.00,0.00,0.03,50
WAN005_wl,0.00,0.00,0.03,50
CPY001_wl,0.00,0.00,0.03,50
DNP022_wl,0.00,0.00,0.03,50
NAN012_wl,0.00,0.00,0.03,50
PAS006_wl,0.00,0.00,0.03,50
DNP003_press,0.00,0.00,0.03,50
PAS003_wl,0.00,0.00,0.03,50
PAS003_wl,0.26,0.26,0.02,51
KWN002_wl,0.19,0.19,0.04,51
VLGE15_press,0.18,0.18,0.07,51
PAS009_wl,0.12,0.12,0.09,51
VLGE12_wl,0.10,0.10,0.02,51
GLF001_wl,0.03,0.03,0.02,51
CPY011_wl,0.03,0.03,0.07,51
BKK007_wl,0.01,0.01,0.02,51
VLGE12_press,0.01,0.01,0.02,51
CPY017_wl,0.01,0.01,0.07,51
PAS005_wl,0.01,0.01,0.02,51
YOM012_rain1h,0.01,0.01,0.07,51
DNP032_wl,0.00,0.00,0.02,51
NAN004_wl,0.00,0.00,0.02,51
NAN008_wl,0.00,0.00,0.02,51
YOM007_wl,0.00,0.00,0.02,51
NAN001_wl,0.00,0.00,0.02,51
DNP030_temp,0.00,0.00,0.02,51
DNP028_temp,0.00,0.00,0.02,51
CPY014_wl,0.00,0.00,0.02,51
NAN014_wl,0.00,0.00,0.02,51
DIV004_wl,0.00,0.00,0.02,51
PIN003_wl,0.00,0.00,0.02,51
PAS006_wl,0.00,0.00,0.02,51
CPY011_wl,0.25,0.25,0.06,52
CPY017_wl,0.23,0.23,0.05,52
PAS009_wl,0.20,0.20,0.07,52
KWN002_wl,0.08,0.08,0.02,52
VLGE12_wl,0.03,0.03,0.05,52
DNP032_wl,0.03,0.03,0.05,52
PAS005_wl,0.03,0.03,0.02,52
BKK007_wl,0.03,0.03,0.02,52
DNP022_press,0.01,0.01,0.02,52
NAN011_wl,0.01,0.01,0.02,52
VLGE19_press,0.01,0.01,0.02,52
YOM007_wl,0.01,0.01,0.02,52
NAN008_wl,0.01,0.01,0.02,52
BKK005_wl,0.01,0.01,0.02,52
VLGE12_press,0.01,0.01,0.02,52
CPY009_wl,0.01,0.01,0.02,52
DNP025_temp,0.01,0.01,0.02,52
CPY015_wl,0.00,0.00,0.02,52
KWN001_wl,0.00,0.00,0.02,52
DNP018_humid,0.00,0.00,0.02,52
DNP017_press,0.00,0.00,0.02,52
WAN003_wl,0.00,0.00,0.02,52
DIV002_wl,0.00,0.00,0.02,52
PIN006_wl,0.00,0.00,0.02,52
GLF001_wl,0.00,0.00,0.02,52
CPY006_wl,0.00,0.00,0.02,52
DNP003_press,0.00,0.00,0.02,52
NAN014_wl,0.00,0.00,0.02,52
DNP009_press,0.40,0.40,0.02,53
PAS009_wl,0.18,0.18,0.05,53
PAS005_wl,0.07,0.07,0.02,53
KWN002_wl,0.06,0.06,0.04,53
NAN008_wl,0.06,0.06,0.02,53
CPY017_wl,0.05,0.05,0.07,53
DNP032_wl,0.04,0.04,0.02,53
DNP005_temp,0.02,0.02,0.02,53
YOM007_wl,0.02,0.02,0.02,53
PIN001_wl,0.02,0.02,0.02,53
GLF001_wl,0.01,0.01,0.02,53
DNP055_temp,0.01,0.01,0.02,53
YOM005_wl,0.01,0.01,0.02,53
BKK007_wl,0.01,0.01,0.02,53
DNP055_humid,0.00,0.00,0.02,53
BKK004_wl,0.00,0.00,0.02,53
CPY011_wl,0.00,0.00,0.02,53
VLGE19_humid,0.00,0.00,0.02,53
DNP008_temp,0.00,0.00,0.02,53
BKK013_wl,0.00,0.00,0.02,53
PAS008_wl,0.00,0.00,0.02,53
DNP003_press,0.00,0.00,0.02,53
NAN006_wl,0.00,0.00,0.02,53
PAS001_wl,0.00,0.00,0.02,53
PAS007_wl,0.00,0.00,0.02,53
VLGE19_press,0.00,0.00,0.02,53
DNP027_temp,0.00,0.00,0.02,53
PIN006_wl,0.00,0.00,0.02,53
TB0004_wl,0.00,0.00,0.02,53
CPY017_wl,0.26,0.26,0.02,54
PAS009_wl,0.25,0.25,0.06,54
CPY011_wl,0.18,0.18,0.02,54
PAS005_wl,0.08,0.08,0.05,54
VLGE15_rain1h,0.04,0.04,0.05,54
CPY015_wl,0.03,0.03,0.02,54
NAN006_wl,0.03,0.03,0.02,54
YOM008_wl,0.02,0.02,0.02,54
VLGE12_wl,0.02,0.02,0.02,54
DNP032_wl,0.01,0.01,0.05,54
TB0004_wl,0.01,0.01,0.02,54
DIV002_wl,0.01,0.01,0.02,54
NAN004_wl,0.01,0.01,0.02,54
TB0005_humid,0.01,0.01,0.02,54
DNP003_press,0.01,0.01,0.02,54
YOM007_wl,0.01,0.01,0.02,54
YOM006_wl,0.00,0.00,0.02,54
YOM009_wl,0.00,0.00,0.02,54
DNP006_wl,0.00,0.00,0.02,54
DNP027_humid,0.00,0.00,0.02,54
KWN002_wl,0.00,0.00,0.05,54
THA002_wl,0.00,0.00,0.02,54
DNP023_temp,0.00,0.00,0.02,54
PIN003_wl,0.00,0.00,0.02,54
GLF001_wl,0.00,0.00,0.02,54
PAS002_rain1h,0.00,0.00,0.02,54
CPY001_wl,0.28,0.28,0.02,55
KWN002_wl,0.15,0.15,0.03,55
CPY017_wl,0.12,0.12,0.02,55
PAS009_wl,0.11,0.11,0.07,55
YOM005_wl,0.08,0.08,0.02,55
DNP055_humid,0.05,0.05,0.02,55
NAN008_wl,0.03,0.03,0.02,55
TB0004_wl,0.02,0.02,0.02,55
DIV002_wl,0.02,0.02,0.02,55
PAS005_wl,0.02,0.02,0.02,55
DNP017_temp,0.01,0.01,0.02,55
DNP022_wl,0.01,0.01,0.02,55
VLGE12_wl,0.01,0.01,0.02,55
GLF001_wl,0.01,0.01,0.01,55
CPY015_wl,0.01,0.01,0.02,55
DNP028_temp,0.01,0.01,0.02,55
CHM004_wl,0.01,0.01,0.02,55
YOM007_wl,0.01,0.01,0.02,55
NAN006_wl,0.01,0.01,0.02,55
THA002_wl,0.01,0.01,0.02,55
PAS008_wl,0.00,0.00,0.02,55
DNP032_wl,0.00,0.00,0.02,55
VLGE04_temp,0.00,0.00,0.02,55
NAN014_wl,0.00,0.00,0.02,55
VLGE15_press,0.00,0.00,0.02,55
CPY013_wl,0.00,0.00,0.02,55
PIN001_wl,0.00,0.00,0.02,55
VLGE15_press,0.51,0.51,0.06,56
PAS009_wl,0.18,0.18,0.08,56
THA002_wl,0.06,0.06,0.03,56
CPY017_wl,0.05,0.05,0.03,56
YOM005_wl,0.04,0.04,0.03,56
KWN002_wl,0.03,0.03,0.05,56
NAN012_wl,0.01,0.01,0.03,56
GLF001_wl,0.01,0.01,0.03,56
NAN008_wl,0.01,0.01,0.03,56
NAN006_wl,0.01,0.01,0.03,56
CPY011_wl,0.01,0.01,0.03,56
YOM007_wl,0.01,0.01,0.03,56
VLGE12_wl,0.01,0.01,0.03,56
TB0004_wl,0.01,0.01,0.03,56
DNP032_wl,0.01,0.01,0.03,56
NAN011_wl,0.01,0.01,0.03,56
YOM009_wl,0.00,0.00,0.03,56
PAS005_wl,0.00,0.00,0.03,56
DNP055_temp,0.00,0.00,0.03,56
TB0007_press,0.00,0.00,0.03,56
DNP031_temp,0.00,0.00,0.03,56
PIN006_wl,0.00,0.00,0.03,56
DIV002_wl,0.00,0.00,0.03,56
DNP023_temp,0.00,0.00,0.03,56
PAS007_wl,0.00,0.00,0.03,56
DNP015_temp,0.00,0.00,0.03,56
PAS002_rain1h,0.00,0.00,0.03,56
VLGE04_temp,0.00,0.00,0.03,56
NAN003_wl,0.00,0.00,0.03,56
PAS009_wl,0.42,0.42,0.08,57
CPY017_wl,0.12,0.12,0.05,57
KWN002_wl,0.11,0.11,0.05,57
THA002_wl,0.08,0.08,0.03,57
PAS005_wl,0.06,0.06,0.03,57
CPY011_wl,0.05,0.05,0.03,57
DNP022_wl,0.05,0.05,0.05,57
CPY006_wl,0.02,0.02,0.03,57
PAS008_wl,0.01,0.01,0.03,57
DNP009_press,0.01,0.01,0.03,57
YOM007_wl,0.01,0.01,0.05,57
CHM004_wl,0.01,0.01,0.03,57
YOM008_wl,0.01,0.01,0.05,57
YOM009_wl,0.01,0.01,0.03,57
YOM006_wl,0.01,0.01,0.03,57
DNP055_humid,0.01,0.01,0.03,57
GLF001_wl,0.00,0.00,0.03,57
PAS006_wl,0.00,0.00,0.03,57
NAN008_wl,0.00,0.00,0.03,57
DNP018_press,0.00,0.00,0.04,57
NAN011_wl,0.00,0.00,0.03,57
PAS004_wl,0.00,0.00,0.03,57
YOM003_wl,0.00,0.00,0.03,57
CPY013_wl,0.00,0.00,0.03,57
DNP009_rain1h,0.00,0.00,0.03,57
VLGE15_rain1h,0.42,0.42,0.21,58
PAS009_wl,0.29,0.29,0.06,58
YOM008_wl,0.06,0.06,0.02,58
PAS008_wl,0.04,0.04,0.02,58
CPY017_wl,0.04,0.04,0.02,58
NAN008_wl,0.02,0.02,0.02,58
BKK007_wl,0.02,0.02,0.02,58
YOM009_wl,0.01,0.01,0.02,58
VLGE12_wl,0.01,0.01,0.02,58
GLF001_wl,0.01,0.01,0.02,58
VLGE13_wl,0.01,0.01,0.02,58
KWN002_wl,0.01,0.01,0.02,58
DNP028_press,0.01,0.01,0.02,58
TB0005_press,0.01,0.01,0.02,58
WAN001_wl,0.01,0.01,0.02,58
DNP025_temp,0.01,0.00,0.02,58
PAS005_wl,0.00,0.00,0.02,58
NAN011_wl,0.00,0.00,0.02,58
DIV002_wl,0.00,0.00,0.02,58
PIN003_wl,0.00,0.00,0.02,58
CPY011_wl,0.00,0.00,0.02,58
THA001_wl,0.00,0.00,0.02,58
DIV006_wl,0.00,0.00,0.02,58
VLGE19_press,0.00,0.00,0.02,58
PAS007_wl,0.00,0.00,0.02,58
DNP028_temp,0.00,0.00,0.02,58
VLGE15_rain1h,0.53,0.53,0.14,59
PAS009_wl,0.24,0.24,0.07,59
NAN006_wl,0.04,0.04,0.02,59
YOM008_wl,0.02,0.02,0.02,59
PAS003_wl,0.02,0.02,0.02,59
KWN002_wl,0.02,0.02,0.05,59
CPY015_wl,0.02,0.02,0.01,59
YOM005_wl,0.02,0.02,0.02,59
PAS004_wl,0.01,0.01,0.02,59
PIN001_wl,0.01,0.01,0.02,59
TB0005_press,0.01,0.01,0.02,59
NAN011_wl,0.01,0.01,0.04,59
DNP019_humid,0.01,0.01,0.02,59
YOM007_wl,0.01,0.01,0.02,59
TB0005_rain1h,0.00,0.00,0.05,59
DNP028_press,0.00,0.00,0.02,59
VLGE12_wl,0.00,0.00,0.02,59
DNP013_humid,0.00,0.00,0.02,59
DNP055_humid,0.00,0.00,0.02,59
CPY017_wl,0.00,0.00,0.02,59
DNP031_temp,0.00,0.00,0.02,59
DIV002_wl,0.00,0.00,0.02,59
TB0005_temp,0.00,0.00,0.02,59
NAN004_wl,0.00,0.00,0.02,59
NAN008_wl,0.00,0.00,0.02,59
VLGE19_press,0.00,0.00,0.02,59
DNP009_press,0.00,0.00,0.02,59
PAS005_wl,0.00,0.00,0.02,59
THA001_wl,0.00,0.00,0.02,59
VLGE15_rain1h,0.53,0.54,0.07,60
PAS009_wl,0.24,0.24,0.07,60
CPY001_wl,0.04,0.04,0.02,60
CPY011_wl,0.03,0.03,0.02,60
KWN002_wl,0.02,0.02,0.04,60
DNP027_press,0.02,0.02,0.02,60
PAS008_wl,0.01,0.01,0.03,60
DNP028_temp,0.01,0.01,0.02,60
GLF001_wl,0.01,0.01,0.02,60
NAN014_wl,0.01,0.01,0.09,60
PAS003_wl,0.01,0.01,0.02,60
CPY017_wl,0.01,0.01,0.04,60
YOM007_wl,0.01,0.01,0.02,60
PAS004_wl,0.01,0.01,0.02,60
DNP019_humid,0.00,0.00,0.02,60
VLGE19_press,0.00,0.00,0.02,60
CPY009_wl,0.00,0.00,0.02,60
DNP018_humid,0.00,0.00,0.02,60
DNP003_humid,0.00,0.00,0.02,60
DNP019_temp,0.00,0.00,0.02,60
DNP055_humid,0.00,0.00,0.02,60
DIV005_wl,0.00,0.00,0.02,60
VLGE25_temp,0.00,0.00,0.02,60
DNP033_temp,0.00,0.00,0.02,60
NAN011_wl,0.00,0.00,0.02,60
VLGE15_press,0.00,0.00,0.02,60
PAS007_wl,0.00,0.00,0.02,60
PIN001_wl,0.00,0.00,0.02,60
DNP018_temp,0.00,0.00,0.02,60
VLGE15_rain1h,0.53,0.53,0.10,61
PAS009_wl,0.23,0.23,0.03,61
CPY017_wl,0.06,0.06,0.03,61
PAS005_wl,0.03,0.03,0.03,61
VLGE15_press,0.02,0.02,0.05,61
CPY006_wl,0.02,0.02,0.03,61
NAN014_wl,0.02,0.02,0.11,61
BKK007_wl,0.01,0.01,0.03,61
DNP027_press,0.01,0.01,0.03,61
DIV001_wl,0.01,0.01,0.03,61
DNP015_press,0.01,0.01,0.03,61
CPY009_wl,0.01,0.01,0.03,61
CPY014_wl,0.00,0.00,0.03,61
GLF001_wl,0.00,0.00,0.03,61
PIN005_wl,0.00,0.00,0.03,61
THA002_wl,0.00,0.00,0.03,61
DNP028_temp,0.00,0.00,0.03,61
PIN001_wl,0.00,0.00,0.03,61
NAN011_wl,0.00,0.00,0.03,61
YOM001_wl,0.00,0.00,0.03,61
PAS008_wl,0.00,0.00,0.03,61
DIV002_wl,0.00,0.00,0.03,61
PAS002_wl,0.00,0.00,0.03,61
CPY011_wl,0.00,0.00,0.03,61
VLGE19_press,0.00,0.00,0.03,61
YOM007_wl,0.00,0.00,0.03,61
VLGE15_rain1h,0.56,0.56,0.07,62
DNP027_press,0.21,0.21,0.02,62
PAS009_wl,0.06,0.06,0.05,62
PAS008_wl,0.02,0.02,0.04,62
CPY015_wl,0.02,0.02,0.02,62
YOM007_wl,0.02,0.02,0.02,62
NAN014_wl,0.02,0.02,0.10,62
CPY009_wl,0.01,0.01,0.02,62
DNP031_press,0.01,0.01,0.02,62
PAS005_wl,0.01,0.01,0.05,62
CPY017_wl,0.01,0.01,0.02,62
DNP014_rain1h,0.01,0.01,0.02,62
DNP014_press,0.01,0.01,0.02,62
DNP030_rain1h,0.00,0.00,0.02,62
TB0007_press,0.00,0.00,0.02,62
NAN011_wl,0.00,0.00,0.02,62
DNP006_humid,0.00,0.00,0.02,62
DNP032_wl,0.00,0.00,0.02,62
PIN001_wl,0.00,0.00,0.02,62
YOM008_wl,0.00,0.00,0.02,62
GLF001_wl,0.00,0.00,0.02,62
DNP026_humid,0.00,0.00,0.02,62
CPY011_wl,0.00,0.00,0.02,62
VLGE12_wl,0.00,0.00,0.02,62
DNP025_humid,0.00,0.00,0.02,62
BKK004_rain1h,0.00,0.00,0.02,62
TB0005_temp,0.00,0.00,0.02,62
PAS004_wl,0.00,0.00,0.02,62
VLGE15_rain1h,0.58,0.58,0.14,63
PAS009_wl,0.17,0.17,0.07,63
CPY009_wl,0.05,0.05,0.02,63
YOM007_wl,0.04,0.04,0.02,63
CPY017_wl,0.03,0.03,0.02,63
BKK007_wl,0.02,0.02,0.02,63
PAS005_wl,0.01,0.01,0.02,63
KWN002_wl,0.01,0.01,0.05,63
CPY006_wl,0.01,0.01,0.02,63
DNP055_humid,0.01,0.01,0.02,63
DNP025_humid,0.01,0.01,0.02,63
DIV006_wl,0.01,0.01,0.02,63
PIN001_wl,0.00,0.00,0.02,63
CHM004_wl,0.00,0.00,0.02,63
CPY011_wl,0.00,0.00,0.02,63
DNP031_humid,0.00,0.00,0.02,63
TB0005_humid,0.00,0.00,0.02,63
BKK003_wl,0.00,0.00,0.02,63
PAS008_wl,0.00,0.00,0.02,63
DNP022_wl,0.00,0.00,0.02,63
DNP017_temp,0.00,0.00,0.02,63
CPY013_wl,0.00,0.00,0.02,63
GLF001_wl,0.00,0.00,0.02,63
DNP032_wl,0.00,0.00,0.02,63
DNP022_press,0.00,0.00,0.02,63
VLGE15_rain1h,0.60,0.60,0.07,64
DNP027_press,0.13,0.13,0.02,64
DNP032_wl,0.05,0.05,0.04,64
YOM007_wl,0.03,0.03,0.02,64
DNP031_press,0.03,0.03,0.02,64
PAS009_wl,0.02,0.02,0.06,64
CPY015_wl,0.02,0.01,0.02,64
NAN014_wl,0.01,0.01,0.04,64
CPY010_wl,0.01,0.01,0.02,64
VLGE15_press,0.01,0.01,0.08,64
PAS005_wl,0.01,0.01,0.02,64
GLF001_wl,0.01,0.01,0.02,64
DNP013_temp,0.01,0.01,0.02,64
CPY006_wl,0.01,0.01,0.02,64
CPY011_wl,0.01,0.01,0.02,64
PIN001_wl,0.01,0.00,0.02,64
DNP055_temp,0.00,0.00,0.02,64
CPY017_wl,0.00,0.00,0.02,64
DNP026_humid,0.00,0.00,0.02,64
DNP005_temp,0.00,0.00,0.02,64
PAS007_wl,0.00,0.00,0.04,64
DIV002_wl,0.00,0.00,0.02,64
NAN004_wl,0.00,0.00,0.02,64
CPY014_wl,0.00,0.00,0.02,64
DNP009_press,0.00,0.00,0.02,64
DNP020_temp,0.00,0.00,0.02,64
DNP022_temp,0.00,0.00,0.02,64
TB0004_wl,0.00,0.00,0.02,64
DNP004_press,0.00,0.00,0.02,64
DNP026_rain1h,0.00,0.00,0.02,64
VLGE15_rain1h,0.59,0.60,0.10,65
PAS009_wl,0.16,0.16,0.04,65
CPY013_wl,0.06,0.06,0.03,65
PAS008_wl,0.04,0.04,0.03,65
PAS005_wl,0.02,0.02,0.03,65
DNP032_wl,0.02,0.02,0.10,65
NAN011_wl,0.01,0.01,0.03,65
CPY001_wl,0.01,0.01,0.03,65
DNP031_press,0.01,0.01,0.03,65
DNP015_press,0.01,0.01,0.03,65
NAN014_wl,0.01,0.01,0.03,65
BKK013_wl,0.01,0.01,0.03,65
YOM005_wl,0.01,0.01,0.03,65
PAS002_wl,0.00,0.00,0.03,65
DNP025_humid,0.00,0.00,0.03,65
PIN003_wl,0.00,0.00,0.03,65
VLGE13_press,0.00,0.00,0.03,65
CPY011_wl,0.00,0.00,0.03,65
DNP028_press,0.00,0.00,0.03,65
BKK003_wl,0.00,0.00,0.03,65
YOM002_wl,0.00,0.00,0.03,65
DNP013_press,0.00,0.00,0.03,65
KWN002_wl,0.00,0.00,0.03,65
CPY008_wl,0.00,0.00,0.03,65
PAS006_wl,0.00,0.00,0.03,65
THA002_wl,0.00,0.00,0.03,65
WAN005_wl,0.00,0.00,0.03,65
VLGE19_press,0.00,0.00,0.03,65
VLGE15_rain1h,0.63,0.63,0.07,66
DNP032_wl,0.17,0.17,0.12,66
PAS009_wl,0.05,0.05,0.04,66
CPY014_wl,0.02,0.02,0.05,66
DNP055_humid,0.02,0.02,0.02,66
PAS008_wl,0.02,0.02,0.02,66
TB0005_humid,0.01,0.01,0.02,66
YOM006_wl,0.01,0.01,0.02,66
YOM005_wl,0.01,0.01,0.02,66
VLGE04_press,0.01,0.01,0.02,66
DNP008_temp,0.01,0.01,0.02,66
PIN004_wl,0.01,0.01,0.02,66
PIN001_wl,0.01,0.01,0.02,66
CPY011_wl,0.01,0.01,0.02,66
CPY015_wl,0.00,0.00,0.02,66
PAS006_wl,0.00,0.00,0.05,66
DNP033_temp,0.00,0.00,0.02,66
DNP006_humid,0.00,0.00,0.02,66
CPY001_wl,0.00,0.00,0.02,66
PIN003_wl,0.00,0.00,0.02,66
DNP013_temp,0.00,0.00,0.02,66
DNP003_press,0.00,0.00,0.02,66
CPY006_wl,0.00,0.00,0.02,66
DNP011_press,0.00,0.00,0.02,66
LBI002_wl,0.00,0.00,0.02,66
DNP027_humid,0.00,0.00,0.02,66
DNP019_press,0.00,0.00,0.02,66
VLGE15_rain1h,0.75,0.75,0.19,67
DNP032_wl,0.07,0.07,0.02,67
CPY015_wl,0.03,0.03,0.02,67
YOM007_wl,0.03,0.03,0.02,67
TB0005_press,0.01,0.01,0.02,67
DNP006_wl,0.01,0.01,0.02,67
NAN014_wl,0.01,0.01,0.07,67
BKK007_wl,0.01,0.01,0.02,67
PAS008_wl,0.01,0.01,0.02,67
DNP025_humid,0.01,0.01,0.02,67
DNP022_temp,0.01,0.01,0.02,67
DNP028_press,0.01,0.01,0.02,67
DNP009_rain1h,0.00,0.00,0.04,67
LBI002_wl,0.00,0.00,0.02,67
PAS005_wl,0.00,0.00,0.02,67
PIN004_wl,0.00,0.00,0.02,67
PIN005_wl,0.00,0.00,0.02,67
VLGE04_temp,0.00,0.00,0.02,67
CPY014_wl,0.00,0.00,0.02,67
DNP017_press,0.00,0.00,0.02,67
CPY008_wl,0.00,0.00,0.02,67
CPY011_wl,0.00,0.00,0.02,67
NAN004_wl,0.00,0.00,0.02,67
PAS009_wl,0.00,0.00,0.02,67
VLGE12_wl,0.00,0.00,0.02,67
DIV006_wl,0.00,0.00,0.02,67
VLGE15_rain1h,0.62,0.62,0.14,68
VLGE15_press,0.25,0.25,0.07,68
DNP020_temp,0.03,0.03,0.06,68
DNP032_wl,0.02,0.02,0.11,68
YOM008_wl,0.01,0.01,0.03,68
PAS004_wl,0.01,0.01,0.03,68
PAS008_wl,0.01,0.01,0.03,68
PIN006_wl,0.01,0.01,0.03,68
PIN001_wl,0.01,0.01,0.03,68
DNP001_humid,0.00,0.00,0.03,68
NAN011_wl,0.00,0.00,0.03,68
DNP030_rain1h,0.00,0.00,0.03,68
DIV006_wl,0.00,0.00,0.03,68
CPY014_wl,0.00,0.00,0.03,68
DNP025_temp,0.00,0.00,0.03,68
TB0005_press,0.00,0.00,0.03,68
DNP015_humid,0.00,0.00,0.03,68
BKK002_wl,0.00,0.00,0.03,68
DNP032_press,0.00,0.00,0.03,68
PAS002_wl,0.00,0.00,0.03,68
DNP003_press,0.00,0.00,0.03,68
NAN011_rain1h,0.00,0.00,0.03,68
DNP032_temp,0.00,0.00,0.03,68
YOM007_wl,0.00,0.00,0.03,68
VLGE15_rain1h,0.61,0.61,0.14,69
DNP032_wl,0.21,0.21,0.06,69
DNP026_temp,0.04,0.04,0.03,69
VLGE15_press,0.03,0.03,0.09,69
CPY015_wl,0.01,0.01,0.03,69
DNP026_humid,0.01,0.01,0.03,69
YOM007_wl,0.01,0.01,0.03,69
PIN006_wl,0.01,0.01,0.03,69
THA001_wl,0.01,0.01,0.03,69
GLF001_wl,0.01,0.01,0.03,69
PIN001_wl,0.01,0.01,0.03,69
PAS002_wl,0.01,0.01,0.03,69
DNP004_temp,0.01,0.01,0.03,69
BKK004_rain1h,0.00,0.00,0.04,69
DNP028_temp,0.00,0.00,0.03,69
CPY009_temp,0.00,0.00,0.03,69
DNP030_rain1h,0.00,0.00,0.03,69
VLGE04_temp,0.00,0.00,0.03,69
CHM004_wl,0.00,0.00,0.03,69
DNP017_temp,0.00,0.00,0.03,69
DNP015_humid,0.00,0.00,0.03,69
DIV005_wl,0.00,0.00,0.03,69
PAS005_wl,0.00,0.00,0.03,69
DNP012_temp,0.00,0.00,0.03,69
DNP020_temp,0.00,0.00,0.03,69
VLGE15_rain1h,0.79,0.79,0.18,70
DNP032_wl,0.05,0.05,0.06,70
GLF001_wl,0.05,0.05,0.03,70
PAS002_wl,0.03,0.03,0.03,70
VLGE04_temp,0.01,0.01,0.03,70
DNP012_temp,0.01,0.01,0.03,70
VLGE13_wl,0.01,0.01,0.03,70
DNP024_temp,0.01,0.01,0.03,70
BKK004_rain1h,0.01,0.01,0.06,70
CPY008_wl,0.00,0.00,0.03,70
CPY009_temp,0.00,0.00,0.03,70
NAN014_wl,0.00,0.00,0.03,70
PAS009_wl,0.00,0.00,0.04,70
PAS004_wl,0.00,0.00,0.03,70
DNP011_humid,0.00,0.00,0.03,70
DIV005_wl,0.00,0.00,0.03,70
CPY010_wl,0.00,0.00,0.03,70
CPY006_wl,0.00,0.00,0.03,70
CPY004_wl,0.00,0.00,0.03,70
DNP033_press,0.00,0.00,0.03,70
DNP025_humid,0.00,0.00,0.03,70
DNP030_rain1h,0.00,0.00,0.03,70
PIN001_wl,0.00,0.00,0.03,70
THA001_wl,0.00,0.00,0.03,70
VLGE15_rain1h,0.66,0.66,0.06,71
VLGE15_press,0.19,0.19,0.08,71
PAS002_wl,0.03,0.03,0.03,71
DNP032_wl,0.01,0.01,0.05,71
PAS008_wl,0.01,0.01,0.03,71
VLGE25_temp,0.01,0.01,0.03,71
DNP027_humid,0.01,0.01,0.03,71
CPY014_wl,0.01,0.01,0.03,71
DNP010_press,0.01,0.01,0.03,71
BKK003_wl,0.01,0.01,0.03,71
NAN014_wl,0.00,0.00,0.03,71
PAS004_wl,0.00,0.00,0.03,71
PIN001_wl,0.00,0.00,0.03,71
DNP017_temp,0.00,0.00,0.03,71
THA001_wl,0.00,0.00,0.03,71
CPY009_temp,0.00,0.00,0.03,71
DNP030_rain1h,0.00,0.00,0.03,71
DNP019_temp,0.00,0.00,0.03,71
DNP033_temp,0.00,0.00,0.03,71
NAN008_wl,0.00,0.00,0.03,71
DNP009_rain1h,0.00,0.00,0.05,71
CPY015_wl,0.00,0.00,0.03,71
DIV004_wl,0.00,0.00,0.03,71
VLGE04_temp,0.00,0.00,0.03,71
CPY013_wl,0.00,0.00,0.03,71
PIN006_wl,0.00,0.00,0.03,71
