feature,rss,gcv,nb_subset,timestep
YOM007_wl,0.00,0.00,0.04,25
VLGE15_press,0.61,0.61,0.05,26
NAN006_wl,0.18,0.18,0.03,26
THA002_wl,0.05,0.05,0.03,26
CPY017_wl,0.03,0.03,0.03,26
NAN008_wl,0.02,0.02,0.06,26
Dam_SK_Useable_WaterVol,0.02,0.02,0.03,26
YOM008_wl,0.02,0.02,0.03,26
Dam_KheawNoi_Useable_WaterVol,0.01,0.01,0.03,26
YOM012_wl,0.01,0.01,0.03,26
DNP003_press,0.01,0.01,0.03,26
DNP022_wl,0.01,0.01,0.03,26
DNP018_press,0.01,0.01,0.03,26
NAN003_wl,0.00,0.00,0.03,26
NAN009_wl,0.00,0.00,0.03,26
VLGE28_press,0.00,0.00,0.03,26
DNP010_humid,0.00,0.00,0.03,26
DIV006_wl,0.00,0.00,0.03,26
DNP012_press,0.00,0.00,0.03,26
CPY001_wl,0.00,0.00,0.03,26
PAS005_wl,0.00,0.00,0.03,26
VLGE15_temp,0.00,0.00,0.06,26
CPY009_temp,0.00,0.00,0.03,26
LBI002_wl,0.00,0.00,0.03,26
TB0004_wl,0.00,0.00,0.03,26
THA001_wl,0.00,0.00,0.03,26
CHM002_wl,0.00,0.00,0.03,26
DNP005_temp,0.00,0.00,0.03,26
PIN001_wl,0.00,0.00,0.03,26
VLGE15_press,0.52,0.52,0.04,27
NAN006_wl,0.19,0.19,0.04,27
CPY008_wl,0.12,0.12,0.04,27
VLGE25_humid,0.08,0.08,0.10,27
YOM012_wl,0.01,0.01,0.04,27
Dam_KheawNoi_Useable_WaterVol,0.01,0.01,0.04,27
YOM005_wl,0.01,0.01,0.04,27
DNP018_press,0.01,0.01,0.04,27
NAN013_wl,0.01,0.01,0.04,27
PAS005_wl,0.01,0.01,0.04,27
Dam_SK_Output_WaterVol,0.01,0.01,0.04,27
LBI001_rain,0.01,0.01,0.04,27
CPY003_wl,0.00,0.00,0.02,27
BKK004_rain,0.00,0.00,0.04,27
VLGE12_wl,0.00,0.00,0.04,27
YOM009_wl,0.00,0.00,0.04,27
KWN001_wl,0.00,0.00,0.04,27
PAS004_wl,0.00,0.00,0.04,27
PAS009_wl,0.00,0.00,0.04,27
CPY006_wl,0.00,0.00,0.04,27
PAS006_wl,0.00,0.00,0.04,27
DIV003_rain,0.00,0.00,0.04,27
THA001_wl,0.00,0.00,0.04,27
DNP022_wl,0.00,0.00,0.04,27
VLGE15_press,0.62,0.63,0.10,28
VLGE25_humid,0.19,0.19,0.04,28
DNP031_humid,0.06,0.06,0.08,28
VLGE13_wl,0.03,0.03,0.04,28
BKK020_wl,0.02,0.02,0.04,28
DNP022_wl,0.02,0.02,0.04,28
DNP031_press,0.01,0.01,0.04,28
NAN006_wl,0.01,0.01,0.04,28
YOM009_wl,0.01,0.01,0.04,28
YOM012_wl,0.00,0.00,0.04,28
VLGE13_rain,0.00,0.00,0.04,28
BKK004_wl,0.00,0.00,0.04,28
TB0007_press,0.00,0.00,0.04,28
YOM007_wl,0.00,0.00,0.04,28
PAS005_wl,0.00,0.00,0.04,28
CPY009_temp,0.00,0.00,0.04,28
Dam_BH_WaterVol,0.00,0.00,0.04,28
DNP019_humid,0.00,0.00,0.04,28
DNP033_humid,0.00,0.00,0.04,28
Dam_KheawNoi_Useable_WaterVol,0.00,0.00,0.04,28
DNP027_press,0.00,0.00,0.04,28
WAN001_wl,0.00,0.00,0.04,28
VLGE15_press,0.74,0.74,0.23,29
Dam_SK_Useable_WaterVol,0.08,0.08,0.04,29
NAN003_wl,0.04,0.04,0.04,29
DNP032_wl,0.04,0.04,0.04,29
PAS007_wl,0.02,0.02,0.09,29
THA002_wl,0.02,0.02,0.04,29
CPY006_wl,0.01,0.01,0.04,29
YOM007_wl,0.01,0.01,0.04,29
WAN003_wl,0.01,0.01,0.04,29
DNP003_press,0.00,0.00,0.04,29
DNP027_press,0.00,0.00,0.02,29
BKK008_rain,0.00,0.00,0.02,29
PAS009_wl,0.00,0.00,0.04,29
VLGE25_press,0.00,0.00,0.04,29
DIV001_wl,0.00,0.00,0.04,29
DNP027_humid,0.00,0.00,0.04,29
WAN001_wl,0.00,0.00,0.04,29
VLGE12_press,0.00,0.00,0.04,29
Dam_BH_Useable_WaterVol,0.00,0.00,0.04,29
VLGE12_rain,0.00,0.00,0.00,29
WAN002_rain,0.00,0.00,0.00,29
